Datetime,Open,High,Low,Close,Adj Close,Volume
2022-08-09 23:00:00+00:00,,,,,,
2022-08-10 00:00:00+00:00,,,,,,
2022-08-10 01:00:00+00:00,,,,,,
2022-08-10 02:00:00+00:00,,,,,,
2022-08-10 03:00:00+00:00,,,,,,
2022-08-10 04:00:00+00:00,1807.4000244140625,1807.699951171875,1806.0,1806.5,1806.5,0.0
2022-08-10 05:00:00+00:00,1806.5,1806.5,1804.4000244140625,1804.4000244140625,1804.4000244140625,2817.0
2022-08-10 06:00:00+00:00,1804.4000244140625,1805.5999755859375,1803.5999755859375,1805.0999755859375,1805.0999755859375,3573.0
2022-08-10 07:00:00+00:00,1805.199951171875,1807.9000244140625,1804.5999755859375,1806.5,1806.5,4839.0
2022-08-10 08:00:00+00:00,1806.5,1809.300048828125,1804.5999755859375,1808.5,1808.5,4454.0
2022-08-10 09:00:00+00:00,1808.4000244140625,1811.0999755859375,1807.9000244140625,1810.300048828125,1810.300048828125,3262.0
2022-08-10 10:00:00+00:00,1810.4000244140625,1811.4000244140625,1806.5,1806.9000244140625,1806.9000244140625,4030.0
2022-08-10 11:00:00+00:00,1806.800048828125,1808.9000244140625,1805.199951171875,1808.5,1808.5,5937.0
2022-08-10 12:00:00+00:00,1808.4000244140625,1824.5999755859375,1797.5,1813.699951171875,1813.699951171875,35667.0
2022-08-10 13:00:00+00:00,1813.5999755859375,1816.199951171875,1796.0999755859375,1811.800048828125,1811.800048828125,28170.0
2022-08-10 14:00:00+00:00,1811.800048828125,1819.0,1810.800048828125,1818.0999755859375,1818.0999755859375,15348.0
2022-08-10 15:00:00+00:00,1818.0999755859375,1818.699951171875,1813.0,1814.0,1814.0,8113.0
2022-08-10 16:00:00+00:00,1814.0999755859375,1816.199951171875,1795.0,1814.199951171875,1814.199951171875,5161.0
2022-08-10 17:00:00+00:00,1814.300048828125,1814.5999755859375,1810.5999755859375,1810.699951171875,1810.699951171875,6607.0
2022-08-10 18:00:00+00:00,1810.699951171875,1811.0,1787.800048828125,1805.300048828125,1805.300048828125,9304.0
2022-08-10 19:00:00+00:00,1805.300048828125,1806.4000244140625,1803.800048828125,1806.199951171875,1806.199951171875,3888.0
2022-08-10 20:00:00+00:00,1806.199951171875,1808.199951171875,1805.800048828125,1808.0,1808.0,1148.0
2022-08-10 21:00:00+00:00,,,,,,
2022-08-10 22:00:00+00:00,1807.9000244140625,1808.5999755859375,1806.4000244140625,1806.699951171875,1806.699951171875,0.0
2022-08-10 23:00:00+00:00,1806.699951171875,1807.4000244140625,1806.0,1807.300048828125,1807.300048828125,830.0
2022-08-11 00:00:00+00:00,1807.300048828125,1808.0999755859375,1804.699951171875,1806.0999755859375,1806.0999755859375,1790.0
2022-08-11 01:00:00+00:00,1806.0,1806.0999755859375,1802.699951171875,1803.5999755859375,1803.5999755859375,2886.0
2022-08-11 02:00:00+00:00,1803.5999755859375,1803.9000244140625,1799.5,1800.699951171875,1800.699951171875,3909.0
2022-08-11 03:00:00+00:00,1800.699951171875,1803.0999755859375,1800.5,1801.5,1801.5,2228.0
2022-08-11 04:00:00+00:00,1801.0999755859375,1802.300048828125,1798.5999755859375,1800.4000244140625,1800.4000244140625,2231.0
